Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,OriginalPrice (in Rs),SizeOption,Ratings,Reviews,Discount offer(in Rs.),Discount price,Discount offer(%),Column1,,,
2119006,Roadster,Bottom Wear,trousers,Men,roadster men olive green slim fit pure cotton sustainable chinos,2199,"28, 30, 32, 34, 36",3.9,803,1319.4,879,60%,High Discount,,,
11008588,Roadster,Topwear,shirts,Men,roadster men black  green regular fit checked casual sustainable shirt,1499,"38, 40, 42, 44",4.4,803,599.6,899,40%,Low Discount,,,
10410142,WROGN,Topwear,shirts,Men,wrogn men burgundy  black slim fit checked casual shirt,2299,"39, 40, 42, 44, 46",4.4,803,1034.55,1264,45%,Low Discount,,,
8426385,WROGN,Topwear,tshirts,Men,wrogn men mustard yellow printed slim fit round neck pure cotton t shirt,999,"S, M, L, XL, XXL",4.3,803,499.5,499,50%,Low Discount,,,
17523506,Mast & Harbour,Western,tshirts,Women,mast  harbour women pack of 2 pure cotton tshirts,1398,"XS, S, M, L, XL",4.3,803,699,699,50%,Low Discount,,,
11144064,Mast & Harbour,Western,dresses,Women,mast  harbour blue  white accordion pleated floral printed wrap dress,2199,"XS, S, M, L, XL",4.2,803,109.95,2089.05,5%,Low Discount,,,
5831458,Popnetic,Western,tops,Women,popnetic women black printed top,999,"S, M, L, XL",3.9,803,649.35,349.65,65%,High Discount,,,
7330638,Mast & Harbour,Bottom Wear,jeans,Men,mast  harbour men blue slim tapered fit mid rise clean look stretchable jeans,1699,"28, 30, 32, 34, 36",3.9,802,1104.35,594,65%,High Discount,,,
9658889,Azira,Indian Wear,tops,Women,azira navy blue  maroon ethnic motifs pleated empire pure cotton top,1299,"XS, S, M, L, XL, XXL",4.4,802,584.55,714,45%,Low Discount,,,
12150564,plusS,Plus Size,dresses,Women,pluss navy blue  mustard yellow geometric printed a line dress,2299,"S, M, L, XL, XXL, 3XL, 4XL",3.9,802,1494.35,804,65%,High Discount,,,
14175760,Tokyo Talkies,Western,track-pants,Women,tokyo talkies women brown solid slim fit track pants,1149,"S, M, L, XL",4.3,802,608.97,540.03,53%,High Discount,,,
11296160,Roadster,Western,tops,Women,roadster rust orange v neck top with cut outs,799,"XS, S, M, L, XL",4,802,300,499,38%,Low Discount,,,
11896312,Roadster,Topwear,shirts,Men,roadster men navy blue  beige regular fit checked sustainable casual shirt,1699,"38, 40, 42, 44",4.4,801,679.6,1019,40%,Low Discount,,,
12134668,Anouk,Indian Wear,kurta-sets,Women,anouk women black printed kurta with trousers,2499,"XS, S, M, L, XL, XXL",4.1,801,1374.45,1124,55%,High Discount,,,
9657057,plusS,Plus Size,tops,Women,pluss women coral pink  black printed top,1416,"S, M, L, XL, XXL, 3XL, 4XL",4.3,801,877.92,538,62%,High Discount,,,
2488712,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx by hrithik roshan women purple printed tights,2499,"XS, S, M, L, XL, XXL",4.4,801,999.6,1499,40%,Low Discount,,,
9340125,SCORPIUS,Western,tops,Women,scorpius women pack of 2 crop pure cotton tops,1998,"S, M, L, XL",4.2,801,999,999,50%,Low Discount,,,
15038458,Levis,Bottom Wear,jeans,Men,levis men blue 512 slim tapered fit light fade stretchable jeans,2599,"28, 30, 32, 34, 36, 38, 40, 42",4.2,800,,908.8077558,,High Discount,,,
10064553,Roadster,Bottom Wear,jeans,Men,roadster men blue slim fit mid rise low distress stretchable lycra fiber jeans,1899,"28, 30, 32, 34, 36",4,800,1139.4,759,60%,High Discount,,,
4322602,HIGHLANDER,Bottom Wear,jeans,Men,highlander men grey jogger mid rise clean look stretchable jeans,1849,"30, 32, 34, 36, 38",4.2,800,961.48,887,52%,High Discount,,,
12303648,Roadster,Bottom Wear,jeans,Men,roadster men navy blue slim fit mid rise clean look stretchable jeans,1499,"28, 30, 32, 34, 36, 38, 40",3.9,800,824.45,674,55%,High Discount,,,
13684208,LOCOMOTIVE,Bottom Wear,track-pants,Men,locomotive men black  white solid straight fit track pants,1049,"S, M, L, XL",4,800,524.5,524,50%,Low Discount,,,
6533849,ether,Topwear,sweatshirts,Men,ether men black  white contrast panel sweatshirt,1499,"S, M, L, XL",4.2,800,974.35,524,65%,High Discount,,,
10970128,Roadster,Western,tshirts,Women,the roadster lifestyle co women black polo collar t shirt,999,"XS, S, M, L, XL",4.3,800,399.6,599.4,40%,Low Discount,,,
17382972,Roadster,Western,tshirts,Women,roadster women black  maroon pack of 2 typography print round neck regular fit t shirts,1498,"L, M, S, XS, XL",4.4,800,,739.615796,,High Discount,,,
6832409,WROGN,Bottom Wear,jeans,Men,wrogn men black skinny fit mid rise clean look stretchable jeans,2799,"28, 30, 32, 34, 36, 38",4,799,1399.5,1399,50%,Low Discount,,,
10874694,HIGHLANDER,Bottom Wear,jeans,Men,highlander men blue  black tapered fit mid rise highly distressed jeans,1899,"30, 32, 34, 36, 38",3.6,799,1139.4,759,60%,High Discount,,,
5126314,JAINISH,Topwear,shirts,Men,jainish men brown classic slim fit solid formal shirt,1299,"36, 38, 40, 42, 44",3.9,799,701.46,597,54%,High Discount,,,
2070846,Zivame,Lingerie & Sleep Wear,bra,Women,zivame nude coloured solid non wired lightly padded t shirt bra ziz1230047mnude,995,"32B, 32C, 34B, 34C, 34D, 36B, 36C, 36D, 38B",4.6,799,398,597,40%,Low Discount,,,
9043557,Sangria,Plus Size,kurtas,Women,sangria women maroon embroidered straight kurta,1799,"XS, S, M, L, XL, XXL, 3XL",4,799,1169.35,629,65%,High Discount,,,
8678037,WROGN,Bottom Wear,jeans,Men,wrogn men blue jogger mid rise clean look jogger jeans,2799,"28, 30, 32, 34, 36, 38",4.2,798,1119.6,1679,40%,Low Discount,,,
10106527,HRX by Hrithik Roshan,Bottom Wear,shorts,Men,hrx by hrithik roshan men lifestyle black solid regular fit sports shorts,1299,"28, 30, 32, 34, 36",4.4,798,844.35,454,65%,High Discount,,,
12947374,Roadster,Topwear,shirts,Men,roadster men grey  blue regular fit checked sustainable casual shirt,1299,"38, 40, 42, 44, 46, 48",4.4,798,714.45,584,55%,High Discount,,,
11363844,WROGN,Topwear,tshirts,Men,wrogn men red  white printed round neck t shirt,899,"S, M, L, XL, XXL",4.4,798,449.5,449,50%,Low Discount,,,
14252714,KALINI,Indian Wear,sarees,Women,kalini blue  grey art silk printed khadi saree,2078,Onesize,3.9,798,1683.18,394,81%,High Discount,,,
12332472,Mast & Harbour,Sports Wear,track-pants,Women,mast  harbour women black solid track pants,1699,"XS, S, M, L, XL",4.1,798,1104.35,594,65%,High Discount,,,
11118406,Roadster,Western,jeans,Women,the roadster lifestyle co women blue skinny fit fit mid rise clean look stretchable jeans,1799,"26, 28, 30, 32, 34, 36",3.9,798,899.5,899.5,50%,Low Discount,,,
11373642,Roadster,Western,tops,Women,roadster women black  white solid a line pure cotton top,599,"XS, S, M, L, XL",4.5,798,359.4,239.6,60%,High Discount,,,
13859128,Roadster,Bottom Wear,trousers,Men,roadster men white regular fit solid regular trousers,1299,"28, 30, 32, 34, 36",4,797,,908.8077558,,High Discount,,,
8469237,LOCOMOTIVE,Bottom Wear,jeans,Men,locomotive men blue tapered fit mid rise clean look stretchable jeans,2499,"30, 32, 34, 36",3.7,797,1649.34,849,66%,High Discount,,,
9965829,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Men,hrx by hrithik roshan outdoor men black solid sweatshirt,1699,"S, M, L, XL, XXL",3.9,797,1104.35,594,65%,High Discount,,,
2948536,HIGHLANDER,Topwear,shirts,Men,highlander men rust orange slim fit solid casual shirt,1249,"39, 40, 42, 44",4.1,797,749.4,499,60%,High Discount,,,
10188243,WROGN,Topwear,tshirts,Men,wrogn men black solid slim fit round neck pure cotton t shirt,1299,"S, M, L, XL, XXL",4.2,797,649.5,649,50%,Low Discount,,,
5276346,Mast & Harbour,Topwear,shirts,Men,mast  harbour men olive green slim fit casual shirt,1999,"38, 40, 42, 44",4.1,797,1199.4,799,60%,High Discount,,,
10986200,Inddus,Indian Wear,sarees,Women,inddus purple solid silk blend saree,3099,Onesize,4.3,797,2014.35,1084,65%,High Discount,,,
13747908,Libas,Indian Wear,kurta-sets,Women,libas women white  grey ethnic printed pure cotton kurta with churidar  with dupatta,3799,"XS, S, M, L, XL, XXL",4.3,797,2165.43,1633,57%,High Discount,,,
1865942,Jockey,Lingerie & Sleep Wear,bra,Women,jockey pink solid non wired lightly padded everyday bra 1581 0105,479,"30B, 32B, 34B",3.6,797,,605.5096899,,High Discount,,,
14225126,NEU LOOK FASHION,Sports Wear,tights,Women,neu look fashion black  grey colourblocked gym tights,1499,"S, M, L, XL, XXL",4,797,1004.33,494,67%,High Discount,,,
12167200,HRX by Hrithik Roshan,Sports Wear,track-pants,Women,hrx by hrithik roshan women jet black slim fit bio wash antimicrobial lifestyle jogger,1699,"XS, S, M, L, XL",4.3,797,764.55,934,45%,Low Discount,,,
11514714,SASSAFRAS,Western,dresses,Women,sassafras women purple solid a line dress with gathers ,1599,"XS, S, M, L, XL, XXL",4.3,797,879.45,719.55,55%,High Discount,,,
13204994,all about you,Western,dresses,Women,all about you gorgeous green self design pure cotton waisted dress,2299,"XS, S, M, L, XL",4.6,797,804.65,1494.35,35%,Low Discount,,,
11274480,Roadster,Bottom Wear,jeans,Men,roadster men charcoal grey skinny fit mid rise acid wash clean look stretchable jeans,1999,"28, 30, 32, 34, 36",3.9,796,999.5,999,50%,Low Discount,,,
10397879,Roadster,Topwear,shirts,Men,roadster men navy blue  red regular fit checked sustainable casual shirt,1899,"38, 40, 42, 44, 46, 48",4.2,796,1044.45,854,55%,High Discount,,,
14984838,Saree mall,Indian Wear,sarees,Women,saree mall burgundy poly georgette party wear saree with matching blouse,4499,Onesize,4.4,796,3239.28,1259,72%,High Discount,,,
11125386,Taavi,Western,dresses,Women,taavi pink  blue striped woven legacy fit  flare sustainable pure cotton dress with pockets,1599,"XS, S, M, L, XL",4.2,796,959.4,639.6,60%,High Discount,,,
7557286,Tokyo Talkies,Western,jeans,Women,tokyo talkies women white super skinny fit mid rise clean look stretchable jeans,1899,"26, 28, 30, 32, 34",3.9,796,892.53,1006.47,47%,Low Discount,,,
9338847,SCORPIUS,Western,tops,Women,scorpious women pack of shrug and top,1998,"S, M, L, XL",4.2,796,999,999,50%,Low Discount,,,
7215043,QUIERO,Western,jumpsuit,Women,quiero women navy blue  pink floral printed flared jumpsuit,2295,"S, M, L",4.4,796,1262.25,1032.75,55%,High Discount,,,
10474904,Kook N Keech Marvel,Bottom Wear,jeans,Men,kook n keech marvel men black skinny fit mid rise highly distressed stretchable jeans,2399,"28, 30, 32, 34, 36, 38",4.1,795,1079.55,1319,45%,Low Discount,,,
10276171,DEYANN,Indian Wear,kurta-sets,Men,deyann men navy blue  red solid kurta with patiala,3990,"S, M, L, XL, XXL, 3XL",4.2,795,2593.5,1396,65%,High Discount,,,
10920072,Roadster,Topwear,tshirts,Men,roadster men mustard yellow polo collar cotton pure cotton t shirt,1299,"S, M, L, XL",4.2,795,714.45,584,55%,High Discount,,,
11896352,Roadster,Topwear,shirts,Men,roadster men navy blue  red checked pure cotton sustainable casual shirt,1699,"38, 40, 42, 44",4.3,795,934.45,764,55%,High Discount,,,
9000211,Jaipur Kurti,Plus Size,kurta-sets,Women,jaipur kurti women maroon  mustard yellow woven design kurta with trousers  dupatta,3699,"XS, S, M, L, XL, XXL",3.9,795,2441.34,1257,66%,High Discount,,,
8083191,Tokyo Talkies,Western,jeans,Women,tokyo talkies women blue super skinny fit mid rise clean look stretchable jeans,1899,"26, 28, 30, 32, 34",3.9,795,1177.38,721.62,62%,High Discount,,,
9339997,SCORPIUS,Western,tops,Women,scorpius women pack of 2 tops,1998,"S, M, L, XL",4.2,795,999,999,50%,Low Discount,,,
9338625,SCORPIUS,Western,tops,Women,scorpious women pack of shrug  top,1998,"S, M, L, XL",4.2,795,999,999,50%,Low Discount,,,
9338101,SCORPIUS,Western,shrug,Women,scorpious women pack of shrug  top,2198,"S, M, L, XL",4.2,795,1099,1099,50%,Low Discount,,,
13899962,HIGHLANDER,Bottom Wear,track-pants,Men,highlander men black  grey colorblocked slim fit track pants,949,"S, M, L, XL",4.2,794,408.07,540,43%,Low Discount,,,
6832361,WROGN,Bottom Wear,jeans,Men,wrogn men blue slim fit mid rise clean look stretchable jeans,2599,"28, 30, 32, 34, 36, 38",3.6,794,1039.6,1559,40%,Low Discount,,,
10619774,HERE&NOW,Bottom Wear,jeans,Men,herenow men grey ankle slim tapered fit mid rise mildly distressed stretchable jeans,2299,"28, 30, 32, 34, 36",3.6,794,1379.4,919,60%,High Discount,,,
12358436,Roadster,Bottom Wear,jeans,Men,roadster men blue slim tapered fit mid rise clean look stretchable jeans,1999,"28, 30, 32, 34, 36",3.8,794,1199.4,799,60%,High Discount,,,
17982168,U.S. Polo Assn.,Inner Wear &  Sleep Wear,lounge-pants,Men,us polo assn men pack of 2 printed lounge pants,2098,"M, L, XXL, S, XL",4.3,794,,532.4183267,,High Discount,,,
10960782,Anouk,Indian Wear,dresses,Women,anouk white  black striped fit and flare dress,2599,"XS, S, M, L, XL, XXL",4,794,1819.3,779,70%,High Discount,,,
17381458,Roadster,Western,tshirts,Women,roadster women pack of 2 solid t shirts,1198,"XS, S, M, L, XL",4.3,794,599,599,50%,Low Discount,,,
8367607,Berrylush,Western,tops,Women,berrylush women rose solid bardot top,1290,"XS, S, M, L, XL",4.2,794,786.9,503.1,61%,High Discount,,,
17384858,Roadster,Western,tshirts,Women,roadster women pack of 2 cotton t shirt,1398,"XS, S, M, L, XL",4.4,794,699,699,50%,Low Discount,,,
11549426,SASSAFRAS,Western,dresses,Women,sassafras women sea green dobby weave a line dress,1699,"XS, S, M, L, XL, XXL",4.2,794,917.46,781.54,54%,High Discount,,,
11199428,Anouk,Western,dresses,Women,anouk maroon  black chevron printed a line dress,1899,"XS, S, M, L, XL, XXL",4,794,60,1839,3%,Low Discount,,,
8974131,Roadster,Western,tshirts,Women,the roadster lifestyle co women peach coloured printed round neck t shirt,499,"XS, S, M, L, XL",4.1,794,174.65,324.35,35%,Low Discount,,,
10778694,Roadster,Western,tshirts,Women,roadster women mustard yellow solid round neck pure cotton t shirt,599,"XS, S, M, L, XL",4.3,794,359.4,239.6,60%,High Discount,,,
5661623,Enamor,Western,capris,Women,enamor women black slim fit 34th capris lounge pants,849,"28, 29, 30, 32",4.5,794,,739.615796,,High Discount,,,
1729330,WROGN,Bottom Wear,jeans,Men,wrogn men grey skinny fit stretchable jeans,2899,"28, 30, 32, 34, 36, 38",4.2,793,1449.5,1449,50%,Low Discount,,,
8874173,Jack & Jones,Inner Wear &  Sleep Wear,briefs,Men,jack  jones men olive green solid briefs 1955179048,349,"S, M, L, XL",4.2,793,139.6,209,40%,Low Discount,,,
13676448,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,vimal men pack of 2 solid cotton lounge pants,1798,"S, M, L, XL, XXL",4.1,793,701.22,1096,39%,Low Discount,,,
11787914,Jack & Jones,Inner Wear &  Sleep Wear,briefs,Men,jack  jones men pack of 2 olive green solid briefs ,698,"XL, M, S, L",4.2,793,,532.4183267,,High Discount,,,
12295546,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men green colourblocked rapid dry antimicrobial training t shirt,699,"S, M, L, XL, XXL",4.3,793,314.55,384,45%,Low Discount,,,
10943340,Roadster,Topwear,tshirts,Men,the roadster lifestyle co men charcoal grey typography printed t shirt,1099,"XS, S, M, L, XL",4.2,793,,698.2084967,,High Discount,,,
12652028,HERE&NOW,Plus Size,tops,Women,herenow women blue  white chevron print top,899,"XS, S, M, L, XL, XXL",4.1,793,539.4,359,60%,High Discount,,,
7277195,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx by hrithik roshan women black training tights,1899,"XS, S, M, L, XL, XXL",4.3,793,949.5,949,50%,Low Discount,,,
9341439,SCORPIUS,Western,tops,Women,scorpius women pack of 2 solid tops,1998,"S, M, L, XL",4.2,793,999,999,50%,Low Discount,,,
17383536,Roadster,Western,tshirts,Women,roadster women pink  blue pack of 2 typography printed round neck regular fit t shirts,1598,"L, M, S, XS, XL",4.3,793,,739.615796,,High Discount,,,
12983716,Mast & Harbour,Bottom Wear,jeans,Men,mast  harbour men navy blue slim tapered fit mid rise clean look stretchable jeans,1999,"28, 30, 32, 34, 36",3.8,792,,908.8077558,,High Discount,,,
8349333,Sangria,Plus Size,kurtas,Women,sangria women red printed a line kurta,1999,"XS, S, M, L, XL, XXL, 3XL",4.2,792,999.5,999,50%,Low Discount,,,
14145162,Tokyo Talkies,Western,track-pants,Women,tokyo talkies women rose solid slim fit cargo track pants,1149,"S, M, L, XL",4.3,792,551.52,597.48,48%,Low Discount,,,
2353137,Roadster,Western,tshirts,Women,roadster women pack of 2 t shirts,1499,"XS, S, M, L, XL",4,792,974.35,524.65,65%,High Discount,,,
13000368,SASSAFRAS,Western,jeans,Women,sassafras women navy blue pure cotton relaxed fit high rise clean look jeans,1999,"26, 28, 30, 32, 34, 36",4.2,792,1179.41,819.59,59%,High Discount,,,
12698836,Roadster,Western,jackets,Women,roadster women pink  white colourblocked hooded puffer jacket,2599,"XS, S, M, L, XL, XXL",4.2,792,1819.3,779.7,70%,High Discount,,,
2114485,Roadster,Western,tops,Women,roadster women rust brown striped top,899,"XS, S, M, L, XL",4.4,792,494.45,404.55,55%,High Discount,,,
11746292,ether,Bottom Wear,trousers,Men,ether men grey slim fit solid chinos,1999,"28, 30, 32, 34, 36",4.2,791,1099.45,899,55%,High Discount,,,
2527895,Mast & Harbour,Bottom Wear,jeans,Men,mast  harbour men blue skinny fit mid rise clean look stretchable jeans,1899,"28, 30, 32, 34, 36",3.7,791,1234.35,664,65%,High Discount,,,
10669528,Bushirt,Topwear,tshirts,Men,bushirt men pack of 2 solid round neck pure cotton t shirts,1998,"S, M, L, XL, XXL",4.2,791,1338.66,659,67%,High Discount,,,
2330209,Roadster,Topwear,tshirts,Men,roadster men black solid v neck pure cotton t shirt with contrast raw edges,224,"XS, S, M, L, XL",4,791,,698.2084967,,High Discount,,,
7687298,SASSAFRAS,Western,dresses,Women,sassafras women teal blue solid maxi dress,1799,"XS, S, M, L, XL, XXL",4.1,791,899.5,899.5,50%,Low Discount,,,
10604598,SASSAFRAS,Western,trousers,Women,sassafras women olive green  brown printed cropped joggers,2199,"26, 28, 30, 32, 34, 36",4.2,791,1209.45,989.55,55%,High Discount,,,
8158669,Tokyo Talkies,Western,tops,Women,tokyo talkies women yellow solid a line top,949,"S, M, L, XL",4,791,597.87,351.13,63%,High Discount,,,
6812994,HIGHLANDER,Bottom Wear,trousers,Men,highlander men olive green tapered fit printed chinos,1649,"30, 32, 34, 36",4.2,790,1038.87,610,63%,High Discount,,,
4653872,HRX by Hrithik Roshan,Sports Wear,sweatshirts,Men,hrx by hrithik roshan men black solid hooded sweatshirt,1499,"S, M, L, XL, XXL",4.1,790,674.55,824,45%,Low Discount,,,
11357432,HRX by Hrithik Roshan,Sports Wear,shorts,Women,hrx by hrithik roshan women rose dawn solid regular fit rapid dry running shorts,1499,"26, 28, 30, 32, 34, 36",4.3,790,824.45,674,55%,High Discount,,,
9552849,SASSAFRAS,Western,skirts,Women,sassafras black  white striped pencil skirt,1399,"26, 28, 30, 32, 34, 36",4.5,790,699.5,699.5,50%,Low Discount,,,
1644910,RARE,Western,dresses,Women,rare women black solid maxi dress,1699,"S, M, L, XL",4,790,934.45,764.55,55%,High Discount,,,
10946128,DOLCE CRUDO,Western,jeans,Women,dolce crudo women blue bootcut mid rise clean look stretchable jeans,2499,"26, 28, 30, 32, 34",4.4,790,1524.39,974.61,61%,High Discount,,,
11274410,Roadster,Bottom Wear,jeans,Men,roadster men grey skinny fit mid rise clean look stretchable jeans,1899,"28, 30, 32, 34, 36, 38, 40",3.9,789,854.55,1044,45%,Low Discount,,,
7277178,Hancock,Topwear,shirts,Men,hancock men white slim fit solid formal shirt,1499,"38, 40, 42, 44",4,789,674.55,824,45%,Low Discount,,,
12003910,Roadster,Topwear,tshirts,Men,roadster men rust orange  black printed round neck t shirt,799,"XS, S, M, L, XL, XXL, 3XL, 4XL",4.2,789,399.5,399,50%,Low Discount,,,
11394278,Jaipur Kurti,Indian Wear,kurtas,Women,jaipur kurti women green yoke design straight kurta,1599,"S, M, L, XL, XXL, 3XL",4.4,789,959.4,639,60%,High Discount,,,
9075011,Yufta,Indian Wear,kurta-sets,Women,yufta women beige  grey printed kurta with trousers,2499,"S, M, L, XL, XXL",4.1,789,1499.4,999,60%,High Discount,,,
2397218,HERE&NOW,Plus Size,kurtas,Women,herenow women blue printed straight kurta,1599,"XS, S, M, L, XL, XXL, 3XL",4.2,789,959.4,639,60%,High Discount,,,
17382994,Roadster,Western,tshirts,Women,roadster women green  black pack of 2 printed round neck regular fit t shirts,1498,"L, M, S, XS, XL",4.2,789,749,749,50%,Low Discount,,,
7687293,SASSAFRAS,Western,dresses,Women,sassafras women maroon solid sheath dress,1799,"XS, S, M, L, XL, XXL",4.3,789,989.45,809.55,55%,High Discount,,,
9338369,SCORPIUS,Western,tops,Women,scorpious women pack of shrug  top,1898,"S, M, L, XL",4.2,789,949,949,50%,Low Discount,,,
9338509,SCORPIUS,Western,tops,Women,scorpious women pack of shrug  top,1998,"S, M, L, XL",4.2,789,999,999,50%,Low Discount,,,
9339525,SCORPIUS,Western,tops,Women,scorpious women pack of two tops,1998,"S, M, L, XL",4.2,789,999,999,50%,Low Discount,,,
9339357,SCORPIUS,Western,tops,Women,scorpious women pack of shirt and top,1998,"S, M, L, XL",4.2,789,999,999,50%,Low Discount,,,
9338735,SCORPIUS,Western,tops,Women,scorpious women pack of shrug and top,1998,"S, M, L, XL",4.2,789,999,999,50%,Low Discount,,,
9552789,SASSAFRAS,Western,tops,Women,sassafras women sea green solid crop top,799,"XS, S, M, L, XL, XXL",4.2,789,399.5,399.5,50%,Low Discount,,,
4658096,SCORPIUS,Western,tops,Women,scorpius women black solid crop top,999,"S, M, L, XL",4.2,789,499.5,499.5,50%,Low Discount,,,
17381146,Roadster,Western,tshirts,Women,roadster women pack of 2 typography print cotton t shirt,1398,"XS, S, M, L, XL",4.4,789,,739.615796,,High Discount,,,
11807550,VIMAL,Inner Wear &  Sleep Wear,lounge-pants,Men,vimal men pack of 2 navy blue solid lounge pants,1798,"S, M, L, XL, XXL",4.1,788,809.1,988,45%,Low Discount,,,
6832922,WROGN,Topwear,sweatshirts,Men,wrogn men maroon  navy blue colorblocked sweatshirt,2399,"S, M, L, XL, XXL",4.1,788,1439.4,959,60%,High Discount,,,
3082386,Mast & Harbour,Topwear,tshirts,Men,mast  harbour men navy self design round neck t shirt,799,"S, M, L, XL",4.2,788,479.4,319,60%,High Discount,,,
11086598,Anouk,Indian Wear,kurtas,Women,anouk women mustard yellow  green printed straight kurta,1599,"XS, S, M, L, XL, XXL, 3XL, 4XL",4,788,879.45,719,55%,High Discount,,,
11056900,ZIYAA,Indian Wear,kurta-sets,Women,ziyaa women cream coloured solid kurta with trousers,2971,"S, M, L, XL, XXL, 3XL",3.6,788,1990.57,980,67%,High Discount,,,
10856466,Roadster,Western,tops,Women,the roadster lifestyle co black  white horizontal striped top,1499,"XS, S, M, L, XL",3.9,788,749.5,749.5,50%,Low Discount,,,
10774686,Tokyo Talkies,Western,jeans,Women,tokyo talkies women navy blue super skinny fit mid rise clean look stretchable jeans,1899,"26, 28, 30, 32, 34",4.2,788,892.53,1006.47,47%,Low Discount,,,
13995574,Slenor,Western,dresses,Women,slenor women brown  black printed a line dress with puff sleeves,2499,"XS, S, M, L, XL",4.4,788,1599.36,899.64,64%,High Discount,,,
12004884,Tokyo Talkies,Western,shorts,Women,tokyo talkies women black  white striped regular fit regular shorts,899,"28, 30, 32, 34",4.4,788,422.53,476.47,47%,Low Discount,,,
17383488,Roadster,Western,tshirts,Women,roadster women teal green  burgundy pack of 2 printed round neck regular fit t shirts,1598,"L, M, S, XS, XL",4.3,788,,739.615796,,High Discount,,,
12965780,Quechua By Decathlon,Bottom Wear,shorts,Men,quechua by decathlon men grey solid regular shorts,699,"29, 31, 32, 34, 36, 41, 42, 48",4.2,787,6.99,692,1%,Low Discount,,,
5556622,WROGN,Bottom Wear,jeans,Men,wrogn men white slim fit mid rise clean look stretchable jeans,2799,"28, 30, 32, 34, 36, 38",4.2,787,979.65,1819,35%,Low Discount,,,
7255220,Kook N Keech,Bottom Wear,jeans,Men,kook n keech men black skinny fit mid rise mildly distressed stretchable jeans,1999,"28, 30, 32, 34, 36, 38",4,787,999.5,999,50%,Low Discount,,,
2358019,Harvard,Topwear,shirts,Men,harvard men navy  green slim fit checked casual shirt,1999,"38, 40, 42, 44",4.3,787,1099.45,899,55%,High Discount,,,
12754022,KALINI,Indian Wear,sarees,Women,kalini black  red jute silk embroidered saree,2653,Onesize,4.1,787,1857.1,795,70%,High Discount,,,
14489504,Varanga,Indian Wear,kurtas,Women,varanga women blue  white striped gotta patti cotton kurta,3199,"S, M, L, XL, XXL",4,787,2207.31,991,69%,High Discount,,,
12657168,Cottinfab,Lingerie & Sleep Wear,nightdress,Women,cottinfab green  off white floral print kaftan maxi nightdress,1549,"S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.1,787,851.95,697,55%,High Discount,,,
11862240,HRX by Hrithik Roshan,Lingerie & Sleep Wear,bra,Women,hrx by hrithik roshan jet black solid medium support rapid dry running sports bra,1699,"XS, S, M, L, XL",4.4,787,934.45,764,55%,High Discount,,,
10821268,her by invictus,Western,tops,Women,her by invictus red key hole neck top,1199,"S, M, L, XL, XXL",3.8,787,779.35,419.65,65%,High Discount,,,
12696136,H&M,Western,shorts,Women,hm women black cotton jersey cycling shorts,699,"25, 28, 31, 34",4.6,787,,739.615796,,High Discount,,,
8962389,Roadster,Bottom Wear,jeans,Men,roadster men charcoal grey slim tapered fit mid rise clean look stretchable jeans,1799,"26, 28, 30, 32, 34, 36",4,786,,908.8077558,,High Discount,,,
2119003,Roadster,Bottom Wear,trousers,Men,roadster men green slim fit chinos trousers,2099,"28, 30, 32, 34, 36, 38, 40",4,786,1259.4,839,60%,High Discount,,,
4451370,Roadster Fast and Furious,Bottom Wear,jeans,Men,roadster fast and furious men blue slim fit mid rise clean look stretchable jeans,1999,"28, 30, 32, 34, 36",3.8,786,1199.4,799,60%,High Discount,,,
3855192,HIGHLANDER,Bottom Wear,jeans,Men,highlander men grey tapered fit mid rise clean look stretchable cropped jeans,1699,"30, 32, 34, 36, 38",4,786,1070.37,628,63%,High Discount,,,
10106267,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men black  grey training regular fit t shirt,899,"S, M, L, XL, XXL",4.4,786,359.6,539,40%,Low Discount,,,
11007440,Mast & Harbour,Topwear,shirts,Men,mast  harbour men blue  black regular fit printed casual shirt,1699,"38, 40, 42, 44",4.2,786,764.55,934,45%,Low Discount,,,
13905666,Anouk,Indian Wear,kurtas,Women,anouk women blue  yellow ethnic motifs pure cotton printed kurta,999,"XS, S, M, L, XL, XXL",3.9,786,549.45,449,55%,High Discount,,,
12524786,HERE&NOW,Plus Size,kurtas,Women,herenow women off white  red ethnic motif print straight kurta,1299,"XS, S, M, L, XL, XXL, 3XL",3.9,786,974.25,324,75%,High Discount,,,
7032960,Taavi,Western,dresses,Women,taavi women mustard self design empire sustainable dress,1999,"XS, S, M, L, XL",4.2,786,1299.35,699.65,65%,High Discount,,,
10944448,Roadster,Topwear,shirts,Men,roadster men white regular fit printed sustainable casual shirt,1299,"38, 40, 42, 44",4.3,785,519.6,779,40%,Low Discount,,,
9768167,WROGN,Topwear,tshirts,Men,wrogn men maroon  charcoal grey slim fit striped round neck pure cotton t shirt,1299,"S, M, L, XL, XXL",4.4,785,649.5,649,50%,Low Discount,,,
